,ROME_PROFESSION_CARD_CODE,TXT_NAME
1296,M1301,"Peut gérer un établissement public spécifique (administratif, industriel et commercial, scientifique et technologique, ...)."
1297,M1302,"Gère une structure dans ses différentes dimensions (technique, humaine, commerciale, ...) et organise l'activité dans un objectif de rentabilité économique ou selon les missions fixées par les pouvoirs publics."
1298,M1401,"Collecte des données ou des informations par téléphone, en face à face, ... dans le cadre d'enquêtes, de sondages, selon des impératifs de production (délais, cible, nombre, ...)."
1299,M1401,"Peut participer à la phase préparatoire de l'étude en relation avec l'équipe de recherche (test de questionnaires, de grilles, ...)."
1300,M1401,"Peut tester, apprécier la qualité de produits ou de services (enquête client mystère, test de produits, ...)."
1301,M1401,Peut coordonner une équipe.
1302,M1402,"Conseille et accompagne les dirigeants de l'entreprise dans l'élaboration de stratégies de transformation, d'adaptation et de conduite du changement. Conçoit les processus de changements organisationnels et managériaux (humains, technologiques, financiers, informatiques, démarche qualité, sécurité, ...) selon les finalités attendues."
1303,M1402,Peut coordonner l'activité d'une équipe ou diriger un service.
1304,M1403,"Analyse des données (économiques, statistiques, ...) et les restitue en une information opérationnelle et stratégique d'aide à la décision pour la structure, l'entreprise."
1305,M1403,Peut réaliser et mettre en oeuvre le recueil de données.
1306,M1403,Peut coordonner une équipe ou diriger un service.
1307,M1404,"Organise et supervise des enquêtes et des sondages sur la demande d'un commanditaire (services études, statistiques, marketing, ....) et effectue le suivi de leur réalisation selon les impératifs de production (public ciblé, délai, ...)."
1308,M1404,"Peut apporter un appui technique, une expertise auprès de chargés d'études."
1309,M1501,"Réalise le suivi administratif de la gestion du personnel (contrats, absences, visites médicales, déclarations aux organismes sociaux, ...) et de la formation continue selon la législation sociale, la réglementation du travail et la politique des ressources humaines de la structure."
1310,M1501,"Peut préparer et contrôler les bulletins de salaires. Peut réaliser le suivi de contrats d'externalisation de services (paies, ...)."
1311,M1501,Peut coordonner une équipe.
1312,M1502,Met en oeuvre la politique de recrutement ou de formation selon les orientations stratégiques de la structure et les objectifs de développement visés.
1313,M1502,Participe à l'élaboration de la politique de l'emploi de l'entreprise.
1314,M1502,Peut coordonner une équipe ou diriger un service.
1315,M1503,"Définit et met en oeuvre la politique de management et de gestion des ressources humaines (recrutement, rémunération, mobilité, gestion des carrières, ...) de la structure. Elabore ou supervise la gestion administrative du personnel (dossiers individuels, paie, ...)."
1316,M1503,Contrôle l'application des obligations légales et réglementaires relatives aux conditions et aux relations de travail.
1317,M1503,Organise le dialogue social et participe aux opérations de communication interne liées aux mutations de l'entreprise.
1318,M1503,Peut participer à la définition des orientations stratégiques de la structure.
1319,M1601,"Accueille, renseigne et oriente des personnes à l'espace de réception (gare, entreprise, ...) ou au standard téléphonique de la structure et délivre des laissez-passer, badges, billets, invitations, ..."
1320,M1601,"Peut réaliser la gestion du courrier (collecte, distribution, ...), des tâches administratives simples (classement, saisie informatique, saisie de courriers préétablis ...)."
1321,M1601,Peut coordonner une équipe.
1322,M1602,"Exécute des travaux administratifs courants (vérification de documents, frappe et mise en forme de courriers pré-établis, suivi de dossier administratifs, ...) selon l'organisation de la structure ou du service."
1323,M1602,Peut être en charge d'activités de reprographie et d'archivage.
1324,M1602,Peut réaliser l'accueil de la structure.
1325,M1603,"Prépare et effectue la distribution de documents (courriers, colis, catalogues, journaux, prospectus, publicité, ...) auprès de particuliers, d'entreprises selon des consignes et des impératifs de délais."
1326,M1603,"Peut effectuer des opérations monétaires (encaissements contre remboursement, ...)."
1327,M1603,Peut réaliser des opérations de collecte et d'expédition d'objets.
1328,M1603,Peut coordonner une équipe.
1329,M1604,"Assiste un ou plusieurs responsable(s) (cadre dirigeant, directeur,...) afin d'optimiser la gestion de leur activité (gestion de planning, organisation de déplacements, communication, préparation de réunions, accueil, ...). Organise et coordonne les informations internes et externes, parfois confidentielles, liées au fonctionnement de la structure."
1330,M1604,"Peut prendre en charge le suivi complet de dossiers (contrats de maintenance des équipements, suivi de relance clients, gestion administrative du personnel ...) ou d'évènements spécifiques (organisation de séminaires, salons, ...)."
1331,M1604,Peut coordonner une équipe.
1332,M1605,"Assure la gestion et le suivi administratif de dossiers techniques (projet, mission, démarche qualité ...) et l'organisation générale de la structure (groupe projet, service, entreprise, ...)."
1333,M1605,Peut assister un ingénieur dans ses expérimentations. Peut participer à des visites de chantier.
1334,M1605,Peut coordonner une équipe.
1335,M1606,"Effectue le traitement et la saisie de données (enregistrement de données alphanumériques, vérification de données, retranscription de propos, ...) selon des impératifs de production (délais, nombre, ...)."
1336,M1606,Peut coordonner une équipe.
1337,M1607,"Réalise le traitement administratif de dossiers (frappe de courrier, mise en forme de document, ...) et transmet les informations (e-mail, notes, fax, ...) pour le compte d'un ou plusieurs services ou d'un responsable selon l'organisation de l'entreprise."
1338,M1607,"Peut prendre en charge le suivi complet de dossiers (contrats de maintenance des équipements, de la structure, ...)."
1339,M1607,Peut coordonner une équipe.
1340,M1608,"Réalise les opérations de gestion administrative et comptable (enregistrement d'écritures, suivi de trésorerie, facturation, gestion administrative du personnel, frappe de devis, ...) d'une structure selon les règles de comptabilité générale."
1341,M1608,Peut réaliser des documents de synthèse comptable. Peut concevoir des outils de suivi de l'activité de la structure.
1342,M1609,"Accueille et renseigne les patients, planifie les activités (agenda des consultations, admission, ...) et assure le suivi administratif (dossiers médicaux, convocations, ...) du cabinet médical, du service hospitalier, ..."
1343,M1609,Peut effectuer des opérations de gestion comptable et budgétaire.
1344,M1609,Peut coordonner une équipe.
1345,M1701,Organise ou réalise la gestion des contrats de vente depuis la réception des commandes jusqu'à la livraison des produits chez le client.
1346,M1701,"Réalise l'interface entre les clients, les services internes (commercial, production, planification, ...) et les intervenants externes (transporteurs, ...) de l'entreprise."
1347,M1701,Peut définir des conditions de vente avec des clients.
1348,M1701,Peut commander des matières premières.
1349,M1701,Dirige un service.
1350,M1702,"Analyse les marques, les comportements des consommateurs et identifie les évolutions, les nouvelles tendances, les innovations, les concepts afin d'anticiper la demande, et de faire correspondre les produits aux attentes des clients."
1351,M1702,Peut encadrer une équipe ou un service.
1352,M1703,"Réalise le suivi d'un produit ou d'une gamme de produits, de sa conception à sa commercialisation, selon la stratégie commerciale et marketing de l'entreprise."
1353,M1703,Peut coordonner une équipe.
1354,M1704,"Organise et met en oeuvre les modalités de traitement des demandes des clients, des consommateurs (suggestions, réclamations, besoins, ...) en lien avec les services concernés (marketing, commercial, communication, ...), selon des objectifs de fidélisation et de satisfaction de la clientèle."
1355,M1704,Dirige un service.
1356,M1704,Peut réaliser la gestion de dossiers clients.
1357,M1705,"Définit et met en oeuvre la stratégie marketing (tarifs, promotion, communication, gammes de produits, supports techniques, ...) pour l'ensemble des produits de l'entreprise."
1358,M1705,Peut diriger un service ou coordonner l'activité d'une équipe.
1359,M1706,"Définit et met en oeuvre les actions promotionnelles des produits afin de dynamiser les ventes, selon la stratégie commerciale de l'entreprise."
1360,M1706,Peut diriger un service et coordonner une équipe.
1361,M1707,Définit et met en oeuvre la stratégie commerciale de l'entreprise selon des objectifs de rentabilité économique.
1362,M1707,Dirige un service et coordonne une équipe.
1363,M1707,Peut organiser et développer l'activité commerciale à l'international ou un type de vente en e-commerce.
1364,M1801,"Administre et assure le fonctionnement et l'exploitation d'un ou plusieurs éléments matériels ou logiciels (outils, réseaux, bases de données, messagerie, ...) de l'entreprise ou d'une organisation. Veille à la cohérence, à l'accessibilité et à la sécurité des informations."
1365,M1801,Peut coordonner une équipe.
1366,M1802,"Conseille la direction informatique, télécoms de l'entreprise sur des évolutions et solutions en techniques nouvelles (choix de logiciel, matériel, réseau, ...), dans un objectif d'optimisation et d'adéquation entre les moyens informatiques et télécoms et les besoins des utilisateurs."
1367,M1802,"Assure un rôle de support (sécurité, qualité, méthode, ...) et d'assistance technique auprès des équipes informatiques ou télécoms (production, développement) de l'entreprise, des utilisateurs, des clients."
1368,M1802,Veille au respect des normes et des procédures de qualité et de sécurité.
1369,M1802,Peut intervenir directement sur tout ou partie d'un projet qui relève de son domaine d'expertise.
1370,M1803,"Dirige une organisation, des services, des structures informatiques, télécoms et fixe les évolutions des systèmes d'information et de télécommunications, selon les besoins fonctionnels et la stratégie de l'entreprise. Supervise la conception, la mise en oeuvre et le maintien opérationnel (qualité, sécurité, fiabilité, coûts, délais) des prestations informatiques produites et des systèmes d'information et télécoms."
1371,M1803,Supervise et pilote des projets en systèmes d'information.
1372,M1804,"Réalise et développe les architectures, les solutions techniques de réseaux de télécommunications (téléphonie, multimédia, informatique, ...), selon les besoins et la stratégie de l'entreprise ou du client."
1373,M1804,Peut coordonner une équipe ou un projet.
1374,M1805,"Conçoit, développe et met au point un projet d'application informatique, de la phase d'étude à son intégration, pour un client ou une entreprise selon des besoins fonctionnels et un cahier des charges."
1375,M1805,Peut conduire des projets de développement.
1376,M1805,Peut coordonner une équipe.
1377,M1806,"Traduit les besoins fonctionnels d'un système d'information d'un commanditaire, selon les objectifs du domaine métier (comptable, ressources humaines, logistique, commercial, production...) et les contraintes économiques et logistiques."
1378,M1806,"Négocie avec les informaticiens les composantes d'une application et d'un outil logiciel, tout au long de la conception et de la réalisation, dans l'intérêt de l'entreprise et des utilisateurs finaux."
1379,M1806,"Assiste la maîtrise d'ouvrage dans la définition des besoins, des solutions à mettre en oeuvre et leurs intégrations dans le système d'information de l'entreprise. Participe à des projets de mise en oeuvre de système d'information (implémentation)."
1380,M1806,Peut superviser un projet maîtrise d'ouvrage.
1381,M1807,"Surveille, met en oeuvre, sécurise les systèmes d'information et de communication et réalise le traitement des informations, provenant de données et capteurs d'informations selon les règles de la structure."
1382,M1807,Peut diriger une équipe.
1383,M1808,"Exploite et produit des données d'informations géographiques, géo localisées et de cartographies thématiques à destination de clients, usagers (partenaires, entreprises, publics, ...)."
1384,M1808,Peut développer et exploiter un Système d'Information Géographique -SIG-.
1385,M1808,Peut diriger un projet et coordonner une équipe.
1386,M1809,"Réalise les prévisions météorologiques ou océanographiques à destination d'usagers et de clients (aviation, marine, armées, entreprises, publics, ...)."
1387,M1809,Peut coordonner une équipe.
1388,M1810,"Met en oeuvre et assure la disponibilité des ressources physiques (serveurs, disques, automates, ...) et des ressources logiques (logiciels, espaces disques, puissance...) nécessaires au fonctionnement des systèmes de production et d'exploitation informatiques et télécoms de l'entreprise."
1389,M1810,"Surveille le fonctionnement des différents systèmes, réseaux, ... selon les normes et les méthodes d'exploitation et de sécurité."
1390,M1810,Peut coordonner une équipe.
1391,N1101,"Conduit un engin de manutention à conducteur porté (chariot-élévateur, gerbeur, ...) dans le cadre d'opérations de déplacement, chargement/déchargement, stockage/déstockage, approvisionnement, enlèvement de charges (marchandises, produits, matériel, ...), selon les procédures qualité, les règles de sécurité et les impératifs de délais."
1392,N1101,"Peut effectuer d'autres opérations liées au fonctionnement d'un entrepôt (réception et contrôle des produits, tenue de stocks, préparation de commandes, inventaire, ...) ou d'un site de production ou de distribution (conditionnement, ...)."
1393,N1101,"Peut animer une équipe d'opérateurs (intérimaires, stagiaires, ...)."
1394,N1102,"Réalise le déménagement de biens matériels (mobilier, appareils, objets, machines, ...) d'un lieu à un autre, pour le compte d'un client."
1395,N1102,"Effectue tout ou partie des opérations de manutention (emballage/déballage, montage/démontage, protection, chargement/déchargement du véhicule, réinstallation dans les nouveaux locaux, ...) selon la réglementation (sécurité), les instructions fixées et les impératifs de satisfaction de la clientèle (qualité, délai, ...)."
1396,N1102,Peut conduire le véhicule de déménagement.
1397,N1102,Peut coordonner l'activité d'une équipe et les opérations de déménagement.
1398,N1103,"Exécute des opérations de réception, de stockage, de tenue des stocks, de préparation de commandes et d'expédition de marchandises, produits, matières premières, ... selon les procédures qualité, les règles d'hygiène et de sécurité et les impératifs de délais."
1399,N1103,"Peut réaliser des opérations de manutention à l'aide de matériel de manutention léger (transpalette, diable, rolls, caddie, ...) ou d'engins à conducteur auto-porté (chariot élévateur , ...)."
1400,N1103,"Peut effectuer des opérations spécifiques (conditionnement -co-packing-, assemblage simple -co-manufactoring-, emballage, approvisionnement de lignes de production, ...) et réaliser des opérations de vente au comptoir."
1401,N1104,"Réalise des manoeuvres ou la conduite d'engins lourds de manutention (portique, pont roulant, ...) en vue du chargement/déchargement, transbordement, levage, positionnement de masses de toutes natures (conteneurs, matières dangereuses, machines, bateaux, ...), selon les règles de sécurité des biens et des personnes."
1402,N1104,"Peut manoeuvrer des équipements spécifiques (écluses, ponts mobiles, ...)."
1403,N1105,"Exécute manuellement des opérations de manutention de marchandises, de produits, d'objets ou de matières (chargement/déchargement de véhicules, tri, nettoyage,...) , selon les règles de sécurité."
1404,N1105,"Peut effectuer des opérations simples (inventaire physique, emballage,...) au moyen de matériel ou d'engins de manutention (table-élévatrice, diable, rolls, palan, sangles,...) n'exigeant pas d'autorisation de conduite (transpalette,...)."
1405,N1201,"Organise l'acheminement de marchandises par des moyens de transports appropriés (routier, aérien, maritime, ferroviaire, fluvial)."
1406,N1201,"Réalise l'achat et la vente de prestations de transport national et/ou international pour le compte de clients, selon la réglementation du transport et les objectifs commerciaux (qualité, coût, délai)."
1407,N1201,Peut coordonner l'activité d'une équipe au sein d'un service affrètement d'une structure.
1408,N1202,"Réalise des opérations administratives douanières (déclarations, dédouanement, ...) ou commerciales d'acheminement (conditions d'enlèvement, de livraison, ...) ou de circulation internationale de marchandises (transit import/export, consignation maritime,...) pour le compte de clients, selon la réglementation et dans un objectif de qualité (coût, délais, sécurité, ...)."
1409,N1202,"Peut intervenir dans un domaine spécifique (import, export, douane, type de transport,...)."
1410,N1202,Peut coordonner l'activité d'une équipe.
1411,N1301,"Définit et met en place des schémas d'organisation de tout ou partie d'une chaîne logistique de flux physiques de marchandises, de l'achat de matières premières jusqu'à la distribution des produits finis."
1412,N1301,"Conçoit des outils de pilotage et de gestion (procédures de suivi des commandes, circuits et système d'information, ...) permettant de tracer l'acheminement des produits entre les différents acteurs de la chaîne logistique (producteurs, fournisseurs, transporteurs, distributeurs, ...) dans un objectif de rationalisation et d'optimisation (qualité, rentabilité, délais, sécurité)."
1413,N1301,"Peut être spécialisé dans une phase : approvisionnements (logistique amont), distribution (logistique aval), ... ou organiser des opérations dans un domaine (humanitaire, défense nationale, ...)."
1414,N1301,Peut diriger une équipe ou un service logistique.
1415,N1302,"Supervise et coordonne l'activité d'un ou plusieurs sites logistiques (plate-forme logistique, dépôt d'unité de production,...) sur les plans : technique (réception, magasinage, stockage, préparation de commandes, expédition, ...), commercial (relation clients, fournisseurs, transporteurs), social (management du personnel) et financier, selon les normes et la réglementation d'hygiène et sécurité et les objectifs qualité (service, coût, délai)."
1416,N1302,"Dirige une ou plusieurs équipes (techniciens logistique, chefs d'équipe, opérateurs logistique)."
1417,N1303,"Planifie, organise et contrôle tout ou partie des opérations logistiques (réception, stockage, préparation de commandes, approvisionnement, expédition de marchandises, produits, ...) d'un site (plate-forme logistique, unité de production, ...) ou d'un service, selon les impératifs (délais, qualité, coûts, ...), la réglementation et les règles d'hygiène et de sécurité."
1418,N1303,"Peut participer à la réalisation d'opérations logistiques et intervenir sur un domaine spécialisé (gestion des stocks, approvisionnement,...)."
1419,N1303,Peut coordonner l'activité d'une équipe.
1420,N2101,"Met en place les mesures de sécurité, de sûreté (fonctionnement des équipements de bord, ...) et de confort des passagers (accueil, prestation de services, ...) à bord des avions, selon la réglementation aéronautique et les impératifs commerciaux (qualité, délais, ...)."
1421,N2101,Peut animer une ou plusieurs équipes de Personnels Navigants Commerciaux et dispenser la formation réglementaire.
1422,N2101,"Peut effectuer des activités annexes (nettoyage de cabine, chargement de bagages, ...) en fonction du type de vol."
1423,N2102,"Pilote un aéronef (avion, hélicoptère, ...) pour le transport de passagers, fret, sacs postaux, ... ou la réalisation d'une activité aérienne (photographie, épandage agricole, sauvetage, ...), en fonction de paramètres techniques (carburant, météo, ...), opérationnels (état de l'appareil, plan de vol, ...) et financiers, selon la réglementation aérienne et les règles de sécurité des biens et des personnes."
1424,N2102,"Peut former des pilotes au sol sur simulateur, en vol ou vérifier les connaissances techniques en vol."
1425,N2102,Peut encadrer un équipage.
1426,N2201,"Assiste et guide les passagers d'un vol à l'arrivée, au départ ou en correspondance pour l'enregistrement passagers/bagages, l'embarquement/débarquement, le traitement des particularités (enfants non-accompagnés, passagers manquants, aléas,...)."
1427,N2201,"Agit en liaison avec les différents intervenants de l'escale, selon la réglementation du transport aérien et les objectifs commerciaux."
1428,N2201,Peut coordonner l'activité d'une équipe d'agents d'escale.
1429,N2202,"Coordonne, contrôle et régule le trafic d'aéronefs dans un espace aérien déterminé, sur le plan technique (données météorologiques, plan de vol, appareils de contrôle, ...) et communicationnel (échanges d'informations avec les pilotes, les centres de contrôles, ...), selon la réglementation de la navigation aérienne, les règles de sécurité du transport aérien et les impératifs qualité (sécurité, délais)."
1430,N2202,"Peut exercer des fonctions d'instruction et mener des activités liées à l'exploitation d'un aérodrome (programme de sécurité, sûreté, ...)."
1431,N2202,Peut coordonner l'activité d'une équipe ou d'un service.
1432,N2203,"Réalise le chargement/déchargement (bagages, fret, ...), l'avitaillement (énergie, air, eau) et l'assistance au déplacement des aéronefs sur les aires de circulation (réception/départ avions), selon les règles de sécurité et de sûreté aéroportuaires et les impératifs de service (coût, délais, qualité)."
1433,N2203,"Peut manoeuvrer des engins particuliers (push, passerelles, véhicules légers, ...) sur les pistes d'aéroport."
1434,N2203,Peut animer une équipe de piste.
1435,N2204,"Coordonne et contrôle tout ou partie des opérations d'escale d'un aéronef, sur le plan technique (devis de masse et de centrage, plan de chargement, ...), opérationnel (chargement/déchargement bagages, fret, armement hôtelier, avitaillement carburant, embarquement passagers, ...) et organisationnel (intervenants de la piste, de l'escale, du contrôle de navigation, ...), selon la réglementation aéronautique et aéroportuaire, dans un objectif de qualité (service, coût, délais)."
1436,N2204,"Peut préparer et organiser l'ensemble des éléments concernant un vol et son chargement (météo, plan de vol, plan de chargement,...) ou superviser l'ensemble des interventions sur piste."
1437,N2204,Peut animer une ou plusieurs équipes.
1438,N2205,"Organise et supervise l'activité d'un site aéroportuaire ou d'une escale aérienne sur le plan technique (maintenance, avitaillement, fret, ...), commercial (assistance en escale des passagers, enregistrement, ...), humaine (gestion des équipes d'escale, sous-traitants, ...) et financier (suivi d'activité, ...), selon les règles de sûreté et de sécurité aéroportuaires et aéronautiques et les objectifs d'optimisation et de développement économique (qualité, coût, délais)."
1439,N2205,"Dirige tout ou partie des équipes (techniciens d'exploitation, personnel administratif et commercial, ...)."
1440,N3101,"Supervise et coordonne les activités d'un navire de transport de passagers (paquebot, ferry, Navire à Grande Vitesse -NGV-, ...) ou de marchandises (cargo, porte-conteneur, minéralier, pétrolier, ...), selon la réglementation de la navigation maritime et les règles de sécurité des biens et des personnes."
1441,N3101,"Réalise tout ou partie des opérations de conduite de navire (manoeuvres d'appareillage/accostage, itinéraires, gestion de la propulsion, sécurité, énergie du navire, ...)."
1442,N3101,"Peut effectuer le pilotage portuaire, l'administration maritime ou différentes activités para-maritimes (expertises, ...)."
1443,N3101,Peut diriger un équipage.
1444,N3102,"Surveille, manoeuvre et entretient les équipements (de bord ou d'exploitation des machines,...) et la cargaison de navires au cours de traversées maritimes, selon la réglementation du transport maritime, les règles de sécurité des biens et des personnes et les impératifs de service."
1445,N3102,"Peut effectuer des convoyages de navires, des louages, des transports de passagers (pratique charter et grande plaisance)."
1446,N3102,Peut effectuer des opérations de lamanage.
1447,N3102,Peut coordonner l'activité d'une équipe.
1448,N3103,"Constitue des convois (pousseur, péniche, barge,...) de navigation fluviale et achemine des voyageurs ou des marchandises, selon la réglementation du transport fluvial et les règles de sécurité des biens et des personnes, dans un objectif commercial de qualité (service, coût, délais)."
1449,N3103,"Manoeuvre et entretient les bateaux (péniche, bac, bateau promenade,...) et leurs équipements."
1450,N3103,"Peut effectuer des opérations annexes (approvisionnement, préparation de repas,...)."
1451,N3103,Peut coordonner l'activité d'une équipe ou diriger un équipage (de taille variable selon le type de transport -fret ou passagers-).
1452,N3201,"Organise ou supervise tout ou partie des activités d'une unité d'exploitation portuaire (terminal, manutention portuaire, ...) ou de transport maritime (ligne maritime, ...) dans ses dimensions techniques, commerciales, sociales et financières, selon les normes de sécurité et la réglementation, dans un objectif de qualité (service, coût, délais)."
1453,N3201,"Peut animer ou coordonner l'activité d'une ou plusieurs équipes d'exploitation (opérateurs de manutention portuaire, personnel administratif et commercial, techniciens exploitants, ...)."
1454,N3202,"Organise ou supervise tout ou partie des activités d'un site ou d'un service d'exploitation de transport fluvial (marchandises et/ou passagers), selon la réglementation de la navigation fluviale et les normes de sécurité des biens et des personnes, dans un objectif commercial de qualité (service, coût, délais)."
1455,N3202,Peut animer ou coordonner l'activité d'une ou plusieurs équipes d'un site d'exploitation.
1456,N3203,"Réalise des opérations de manutention portuaire de transbordement de cargaison (vrac, hydrocarbures, marchandises, conteneurs, ...) à bord de bateaux (navire de mer, barge, ...) ou à quai (train, camion, ...), manuellement, ou à l'aide d'engins de manutention à conducteur autoporté (chariot élévateur, ...) ou de véhicules lourds (cavalier, remorque porte-conteneur, ...), selon la réglementation portuaire et les règles de sécurité."
1457,N3203,Peut coordonner l'activité d'une équipe.
1458,N4101,"Conduit un véhicule routier lourd (poids total autorisé en charge -PTAC- supérieur à 3,5 tonnes) afin de transporter des marchandises (produits, véhicules, ...), en moyenne ou longue distance selon la réglementation du travail et du transport routier et les impératifs de satisfaction de la clientèle (délais, conformité, ...)."
1459,N4101,"Réalise des opérations liées au transport (arrimage des charges, émargement de documents, contrôle des marchandises, ...)."
1460,N4101,Peut effectuer des opérations de chargement/déchargement et l'entretien de suivi du véhicule.
1461,N4102,"Réalise des prestations de transport de personnes (transfert de clientèle variée, circuit touristique,...) au moyen d'un véhicule léger (capacité de moins de 9 personnes), selon la réglementation routière, les règles de sécurité des biens et des personnes, et les impératifs de délai et de qualité."
1462,N4102,Peut transporter des animaux pour le compte d'un client.
1463,N4103,"Réalise le transport en commun de personnes, en service urbain, interurbain, régional, national ou international, selon la réglementation routière, les règles de sécurité des biens et des personnes et les impératifs de délai et de qualité."
1464,N4103,"Peut effectuer des opérations dans le cadre de circuits touristiques ou de voyages (itinéraire, prestations hôtelières, formalités douanières, commentaire touristique,...)."
1465,N4104,"Réalise, à la demande, le transport express de tous types de colis (objets, pièces détachées, plats cuisinés, médicaments) ou de documents (plis, actes originaux, ...) nécessitant un traitement particulier lié à l'urgence, la valeur, la fragilité."
1466,N4104,"Conduit un véhicule léger (scooter, moto, voiture, ...) selon les règles de sécurité et les impératifs de délais."
1467,N4104,"Peut effectuer des opérations annexes (encaissement, préparation de commandes, relevé de compteurs d'eau, d'électricité, de gaz ...)."
1468,N4105,"Livre ou enlève des marchandises, colis, matériaux, déchets, ... à partir d'une tournée prédéfinie et sur un périmètre géographique restreint."
1469,N4105,"Effectue le circuit de livraison au moyen d'un véhicule léger ou d'un véhicule poids lourd selon la réglementation du transport routier et les impératifs de satisfaction de la clientèle (délais, qualité, ...)."
1470,N4105,"Réalise les opérations liées à la livraison (parcours, chargement/déchargement des marchandises, émargement des documents de livraison, ...)."
1471,N4105,"Peut effectuer des interventions spécifiques (préparation de commandes, montage de meubles, encaissement, portage de repas, ...)."
1472,N4201,"Supervise et coordonne l'activité d'un site ou d'un service d'exploitation de transport routier de marchandises, dans ses dimensions techniques, commerciales, sociales et financières, selon la réglementation du transport routier, les règles de sécurité et dans un objectif de qualité (service, coût, délais)."
1473,N4201,"Dirige tout ou partie des équipes d'un site d'exploitation (techniciens exploitants, conducteurs, personnel administratif et commercial, ...)."
1474,N4202,"Supervise et coordonne l'activité d'un site d'exploitation de transport routier en commun de personnes (transport routier urbain, interurbain, scolaire, grand tourisme) ou de particuliers (taxi, ambulance, voiture avec chauffeur, ...), selon la réglementation, les règles de sécurité des biens et des personnes et dans un objectif de qualité (service, coût, délais)."
1475,N4202,"Coordonne l'activité d'une équipe d'exploitation (techniciens d'exploitation, responsables de lignes, régulateurs, conducteurs, contrôleurs, ...)."
1476,N4203,"Organise et planifie tout ou partie des opérations de transport d'un site d'exploitation de transport routier de marchandises, selon la réglementation et les règles de sécurité, dans un objectif de qualité (délais, coût, service, ...)."
1477,N4203,"Peut exercer des activités de gestion de l'exploitation (opérations de quai, parc de véhicules, ...), le règlement de litiges, le contrôle d'opérations de chargement/déchargement des marchandises."
1478,N4203,"Peut coordonner l'activité d'une équipe (conducteurs routiers, ...)."
1479,N4204,"Organise et planifie tout ou partie des opérations de transport routier de personnes d'un site d'exploitation, selon la réglementation et les règles de sécurité des biens et des personnes, dans un objectif de qualité (service, coût, délai)."
1480,N4204,"Peut exercer des activités de gestion de l'exploitation (planning des conducteurs, affectation des véhicules, gestion du parc, régulation du trafic, traitement administratif des données d'exploitation, ...), pour un type de clientèle spécifique (taxis, ambulances, ...), pour une zone géographique déterminée, ou pour l'ensemble du réseau."
1481,N4204,"Peut coordonner l'activité d'une équipe d'exploitation (conducteurs, contrôleurs voyageurs, ...)."
1482,N4301,"Conduit un véhicule sur rails (train, métro, ...) afin de transporter des voyageurs ou des marchandises, selon la réglementation ferroviaire, les règles de sécurité des biens et des personnes et les impératifs de service (horaires, confort des passagers, fonctionnement des dispositifs, ...)."
1483,N4301,Peut effectuer des manoeuvres sur le réseau ferré.
1484,N4301,Peut encadrer une équipe d'agents de conduite.
1485,N4302,Contrôle les droits d'accès des voyageurs aux véhicules de transport en commun.
1486,N4302,"Met en place les mesures correctives en cas d'irrégularité (amendes, procès-verbaux, ...) selon la réglementation, dans un objectif de sécurité des passagers et de sauvegarde des recettes et biens de l'entreprise."
1487,N4302,"Peut effectuer le contrôle des équipements de bord, la vente de titres de transport, la diffusion d'enquêtes de satisfaction de la clientèle, ..."
1488,N4302,Peut animer une équipe.
1489,N4401,"Surveille et coordonne les mouvements des trains de voyageurs ou de marchandises (arrivée/départ, signaux, aiguillage, protection des voies, ...) selon les règles de sécurité des biens et des personnes, les impératifs du trafic (horaire, vitesse, ...) et les aléas (panne, incident technique, retard, ...)."
1490,N4401,"Peut organiser l'activité d'une ou plusieurs unités opérationnelles (gare, station, terminus, ...)."
1491,N4401,"Peut coordonner la circulation des trains (régulation du trafic en Poste Central de Commandement -PCC-, ...) d'une ou plusieurs lignes (métro, RER, ...)."
1492,N4401,Peut encadrer une équipe.
1493,N4402,"Réalise des opérations de mise en fonction, de conduite et de surveillance des installations de remontées mécaniques (téléski, téléphérique, funiculaire, ...) pour acheminer des clients sur des domaines skiables, ou en agglomération, selon les règles de sécurité des biens et des personnes."
1494,N4402,Contrôle tout ou partie des éléments techniques des équipements.
1495,N4402,"Peut informer les clients sur les caractéristiques et l'organisation des domaines (pistes de ski, horaires, risques météorologiques, règles de sécurité, ...) et des équipements (utilisation télésiège, télécabines, ...)."
1496,N4402,Peut coordonner l'activité d'une équipe.
1497,N4403,"Réalise des opérations de formation de trains par des manoeuvres d'attelage/dételage, tri de wagons, aiguillage au sol, exploitation du matériel, ... en fonction du plan de transport marchandises ou voyageurs et selon les impératifs de service (sécurité, délais)."
1498,N4403,Peut acheminer une rame dans un périmètre limité.
1499,N4403,Peut coordonner l'activité de plusieurs salariés.
1500,A1101,"Cet emploi/métier est accessible avec un CAP/BEP dans le secteur agricole (production agricole, agroéquipement, ...) ou forestier (travaux forestiers, ...)."
1501,A1101,Il est également accessible avec une expérience professionnelle dans le même secteur sans diplôme particulier.
1502,A1101,Un Certificat de Spécialisation Agricole -CSA- tracteurs et machines agricoles (utilisation et maintenance) peut en faciliter l'accès.
1503,A1101,Un Bac ou un BTS peut être demandé selon la technicité des engins utilisés.
1504,A1101,"Les permis C, C1, CE, C1E (précédemment C et EC) peuvent être requis."
1505,A1201,Cet emploi/métier est accessible avec un CAP/BEP Agricole en travaux forestiers et bûcheronnage.
